,User_Name,Name,Description (Status),Tweets Posted,Location,No of Followers,Device Used for Tweet,Date of Tweet Creation,No of Friends
644,uditth_daas,Uditt H Daas,Global Markets Investor | Micro & Macro | Value Investing | BSE Certified Technical & Fundamental Analyst | 👉 Followed By @piyushgoyaloffc & @juanblanco76,"Global Markets Update 
#ASX #banknifty #BSE #Budget2022 #CrudeOil #daytrading #DowJones #DXY #FederalReserve… https://t.co/q8kLu1HdcS",Sydney / Chandigarh,44,Twitter for iPhone,2022-02-07 02:20:23+00:00,295
645,Chanchal995327,Chanchal,Okok,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,1,Twitter Web App,2022-02-07 02:20:21+00:00,18
646,medgrt,dangana bhanbhanahat,"Happy,strongheaded,free spirit,dog lover",RT @MitaliLive: Fun and free-wheeling chat with @BeechBazar @kaul_vivek @Memeghnad @anandvardhan26 on #NLCharcha @newslaundry #Budget2022,new delhi,1090,Twitter for Android,2022-02-07 02:20:20+00:00,1416
647,aslamsh60143066,aslam shaikh,every soul will test death,"RT @mkstalin: #Budget2022 presented by the Finance Minister is anti-federal &amp; anti-people.

With the nation awaiting a relief during the pa…",,0,Twitter for Android,2022-02-07 02:19:35+00:00,12
648,Sanjeev96766510,Sanjeev,,RT @_tanveersheikh: Supriya ji giving befitting and fiery reply to unofficial bjp spokesperson Rubika liyaqat who doesn't understand the di…,,510,Twitter for Android,2022-02-07 02:18:16+00:00,1142
649,thetribunechd,The Tribune,"Official Twitter handle of The Tribune, North India’s oldest and most trusted newspaper, published from Chandigarh, India. https://t.co/QQ5bS8UQEL",#Budget2022: A cursory look at robust financial outlay for #defence indicates a largely ‘business as usual’ approac… https://t.co/W4AsgvyRo5,Chandigarh,143588,Twitter for Android,2022-02-07 02:18:15+00:00,313
650,abhinavg29,Abhinav Gupta,,"RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt",India,25,Twitter for iPhone,2022-02-07 02:15:10+00:00,269
651,BloombergQuint,BloombergQuint,"#India’s premier multi-platform #business and financial #news company.

#BQBlue queries: support@bloombergquint.com
Follow: https://t.co/pcVoAnSQnm","Railways' operating ratio pegged at 96.98% despite record capex. #Budget2022 
 
Read: https://t.co/xp0XUkHWmN https://t.co/tJ6mvEpD7e","Mumbai, India",274351,TweetDeck,2022-02-07 02:15:00+00:00,131
652,CorradoTopi,Corrado Topi,System scientist. Economics and finance for sustainable climate smart policy- and decision-making. Active since 2020. View my own.,RT @orfonline: What is noteworthy in #Budget2022 is that the variety of welfare schemes for #sustainable economic recovery tries to capture…,Inbetween EU and Asia ..,834,Microsoft Power Platform,2022-02-07 02:14:33+00:00,552
653,ManoharSeerla,Seerla Manohar,,"RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt",,4,Twitter for Android,2022-02-07 02:13:41+00:00,58
654,cvgokul,Gokul ,"Tax Professional, CFO, Consultant Direct Indirect Taxes #GST #IncomeTax #ServiceTax #CoFounder #Director @resedalife @taxwardo","RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt",,118,Twitter for iPhone,2022-02-07 02:11:57+00:00,860
655,_gagansh,Gagan Sharma,Student,"RT @flyingbeast320: FM - Middle class se mein  relate nahi kar paati.. ,so for that reason.. budget se ‘they are OUT’
#Budget2022",Ambala city,2,Twitter for Android,2022-02-07 02:11:07+00:00,85
656,orfonline,ORF,"Non–partisan, independent analyses on security, strategy, economy, development, energy and global governance.",What is noteworthy in #Budget2022 is that the variety of welfare schemes for #sustainable economic recovery tries t… https://t.co/Aai21rWGsy,India,106456,TweetDeck,2022-02-07 02:10:00+00:00,136
657,jangraravi166,Ravinder jangra,,"RT @stpiindia: #STPIUPDATE: Glimpses of Sh. Arvind Kumar, DG, #STPIINDIA sharing thoughts on #Budget2022 on @News18India, addressing at a w…",,1,Twitter for Android,2022-02-07 02:04:42+00:00,11
658,jatin2909,☬ 𝕵𝖆𝖙𝖎𝖓𝖉𝖊𝖗 𝕾𝖎𝖓𝖌𝖍 ☬ 🕊,"ਪਵਣੁ ਗੁਰੂ ਪਾਣੀ ਪਿਤਾ ਮਾਤਾ ਧਰਤਿ ਮਹਤੁ ||
(Air is the Guru, Water is the Father, and the Earth is the Greatest Mother)","RT @Diya4RG: Budget 2022 
#BUDGET2022 
#Budget 
#Budget22 
#BudgetBytes",#UnionOfStates,3050,Twitter for Android,2022-02-07 02:04:04+00:00,3902
659,i_am_pravin_inc,Chauhan Pravin Sinh,"vice.president gujarat pradesh congress O.B.C social media department 

                                president.121 balasinor assembly social media department","RT @Diya4RG: Budget 2022 
#BUDGET2022 
#Budget 
#Budget22 
#BudgetBytes",balasinor,3179,Twitter for Android,2022-02-07 02:03:54+00:00,1355
660,KarthikeyaNeti,Karthikeya Neti,Student,RT @BimalGST: #Budget2022 - Transfer of IGST &amp; CGST deposited and balance lying in e-cash Ledger of one Distinct Person to e-cash Ledger of…,,0,Twitter for Android,2022-02-07 02:03:28+00:00,0
661,pahll_academy,Suraj Kumar,@math_is _my_life,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…","सागरपुर, नई दिल्ली",7,Twitter for Android,2022-02-07 02:02:51+00:00,44
662,pathan_neamath,pathan Khan,"Active member of IYC . 🇮🇳 one and only Congress 🇮🇳🤚 ,
RSS and SANGHIS stay away .","RT @Diya4RG: Budget 2022 
#BUDGET2022 
#Budget 
#Budget22 
#BudgetBytes",,11595,Twitter for Android,2022-02-07 02:02:40+00:00,12750
663,FeminaIndia,Femina,"Femina is the leading women's magazine brand in the country. Its success is built on its connect with the Indian woman, in every area of her life.","Budget 2022 blueprint to steer economy from India@75 to India@100

#Budget2022 #Highlights #NirmalaSitharaman… https://t.co/74nB6fwV5C",India,609173,Agorapulse app,2022-02-07 02:00:07+00:00,131
664,sethappaa,bhuma,kaagithalaki ekkuva viluvistaa,"RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt",vizag,382,Twitter for Android,2022-02-07 01:57:23+00:00,378
665,Bhupind76606556,Bhupinder kaur,,RT @drankitgupta37: The #Budget has laid the foundation and a roadmap for the economy over the next 25 years. The Park Group of Hospitals i…,,0,Twitter Web App,2022-02-07 01:55:38+00:00,1
666,reemaraj9,reema raj,,"RT @stpiindia: #STPIUPDATE: Glimpses of Sh. Arvind Kumar, DG, #STPIINDIA sharing thoughts on #Budget2022 on @News18India, addressing at a w…",,19,Twitter for Android,2022-02-07 01:53:19+00:00,24
667,sasikumarstpi,Sasikumar,"Joint Director,
Software Technology parks of India, Hubballi",RT @arvindtw: Exclusive interview of Hon’ble MoS @GoI_MeitY Sh. @Rajeev_GoI with @TimesNow on the government’s recent announcements in #Bud…,"Hubli, India",110,Twitter for Android,2022-02-07 01:51:19+00:00,13
668,Ramalak07498060,Ramalakshmi,Be positive,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️A new section 139(8A) is proposed to be inserted,…",,6,Twitter for Android,2022-02-07 01:50:28+00:00,13
669,bhvollepore,Balasangameshwara Vollepore,Member AIPC,RT @DelhiAipc: “Corporate tax cut is an indictment of the glaring income inequality in our country. The economy is decelerating but corpora…,Union of India,436,Twitter for Android,2022-02-07 01:50:08+00:00,670
670,marinerkant,Ravikant Singh Rajput,mariner/rt is not endorsement,"RT @flyingbeast320: FM - Middle class se mein  relate nahi kar paati.. ,so for that reason.. budget se ‘they are OUT’
#Budget2022",,573,Twitter for Android,2022-02-07 01:42:31+00:00,4968
671,Hind_Ka_Vasi,RAJESH BAGRI 🇮🇳,Marwari || Sanatani,RT @Miss_Kadyan: The FM starts part B of her Budget speech about direct taxes with a verse from Mahabharata Shanti Parva- “ The king must c…,भारतवर्ष ,684,Twitter for Android,2022-02-07 01:38:21+00:00,4993
672,SATYEND27063659,#SATYENDRA KUMAR,Student,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,1,Twitter Web App,2022-02-07 01:37:22+00:00,7
673,BhavendraWanja1,Bhavendra Wanjari,,"RT @DrjagdaleVilas: This 2022 budget is ntg but ground base for establishing new world order.
#NWO #Budget2022","Nagpur, India",20,Twitter for Android,2022-02-07 01:37:03+00:00,65
674,Chopsyturvey,Aviator Anil Chopra,"Retd Air Marshal, IAF, Fighter Pilot. Director General Centre for Air Power Studies (CAPS). Former member AFT & Executive Council JNU. Author.",Defence Budget 2022-23 – Focus Aatmanirbharta. Aerospace maritime greater thrust and Capital outlays. 68% for indig… https://t.co/gf6KewNLnK,,79447,Twitter for Android,2022-02-07 01:36:19+00:00,1402
675,staNthaboss,Elle,"MOTHER FIRST, EARNS HER BAG DAILY #DetroitNative ♓💰💓",I only brought  groceries today Yay! #Budget2022,,573,Twitter for Android,2022-02-07 01:35:32+00:00,777
676,Krish_TNIE,S V Krishna Chaitanya,Senior Special Correspondent @NewIndianXpress Reports on Environment l Wildlife l Ports l S&T l Nuclear Energy l Defence,"RT @NewIndianXpress: . @ShankkarAiyar's Column | While the headlines screamed higher allocations on capital projects, the devilish details…","Chennai, Tamil Nadu",1743,Twitter for Android,2022-02-07 01:34:25+00:00,980
677,Kiranlamani8151,Kiran Lamani :- ಕಿರಣ ಲಮಾಣಿ,ಉಪಾಧ್ಯಕ್ಷರು ಕೆಪಿಸಿಸಿ ಸಾಮಾಜಿಕ ಜಾಲತಾಣ ಗದಗ ಜಿಲ್ಲೆ,"RT @HariprasadBK2: Budget comes at a time when India’s employment rate has plummeted

Historic unemployment &amp; faltering growth has led to a…",,312,Twitter for Android,2022-02-07 01:32:54+00:00,193
678,Kiranlamani8151,Kiran Lamani :- ಕಿರಣ ಲಮಾಣಿ,ಉಪಾಧ್ಯಕ್ಷರು ಕೆಪಿಸಿಸಿ ಸಾಮಾಜಿಕ ಜಾಲತಾಣ ಗದಗ ಜಿಲ್ಲೆ,"RT @HariprasadBK2: Hit hard by successive waves of pandemic,Karnataka was pinning hopes on budget.State has been deceived in #Budget2022 wi…",,312,Twitter for Android,2022-02-07 01:32:49+00:00,193
679,ThoriyaPooja,Pooja Thoriya,"# Passionate writer
# Queen of lights
# Traveling World 🌍..","RT @evolnetwork: On Tuesday, the Indian government has brought a 30 % tax on the sale of crypto assets, bringing further clarity to the reg…","Daman, India",165,Pooja_thoriya,2022-02-07 01:31:10+00:00,376
680,dxsherpa,DxSherpa Technologies,@DxSherpa is a premier partner of @Servicenow with 4+ years of experience. We are focused to bring IT transformation in digital landscape with #NowPlatform,"There is no single path to digital transformation that exists, which means there’s no one-size-fits-all digital ban… https://t.co/bcH7cELiul","Delaware, USA",171,Buffer,2022-02-07 01:30:04+00:00,394
681,ColabaConvo,Colaba Conversation,"Mumbai’s signature forum on international policy issues affecting the city, the nation & the world. Hosted by @orfmumbai | Dec 1-3, 2021 | view: https://t.co/Zw0VFJf7tX","Despite obvious limitations in enhancing infrastructure creation within the government #healthcare delivery system,… https://t.co/4L12TNpA2D",Mumbai,926,TweetDeck,2022-02-07 01:30:00+00:00,15
682,Taro1Dharmsingh,Dharmsingh Tarole,Dharamsingh barela,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,0,Twitter Web App,2022-02-07 01:29:25+00:00,9
683,HimanshuNayak02,HIMANSU NAYAK,,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️A new section 139(8A) is proposed to be inserted,…",,8,Twitter Web App,2022-02-07 01:28:56+00:00,104
684,Krishan17599177,Krishan Swami,,"RT @CareerwillApp: #budget2022 Union Budget 2022 Updates for technology sector
Image Credit: Hindustan Times https://t.co/hLJVOFsjZQ",,0,Twitter for Android,2022-02-07 01:27:05+00:00,14
685,suryabbs,Surya Kumar Pattanay,,RT @arvindtw: Exclusive interview of Hon’ble MoS @GoI_MeitY Sh. @Rajeev_GoI with @TimesNow on the government’s recent announcements in #Bud…,"Lucknow, India",78,Twitter for Android,2022-02-07 01:26:32+00:00,67
686,NitinArya4338,Nitin Kumar,Work until you don't need a Intro,"RT @MyMoneyView: Here are the Key Highlights of the 2022 Union Budget 👉 https://t.co/NP6Og6DwTz 👈
.
#MoneyView #unionbudget #budget2022 #ta…",,0,Twitter Web App,2022-02-07 01:23:33+00:00,8
687,AshokSh41199079,Ashok Sharma,satguru dev ki jai,RT @SatlokChannel: On 1st February 2022 #Budget2022 was released in the houses of the parliament by respected Union Finance Minister #Nirma…,veshali sector 2  sahibabad up,429,Twitter for Android,2022-02-07 01:20:35+00:00,121
688,NadeemS00026326,Nadeem Shaikh,Keep smiling,RT @Cryptic_Miind: Condition of Salaried Class Bhakts calling #Budget2022 historic: https://t.co/ehqMhTCBla,,20,Twitter for Android,2022-02-07 01:10:00+00:00,158
689,rahulkumarcse,Rahulkumar,Better than you.,"RT @rssurjewala: And Ms. Finance Minister, pl do tell the Nation -

Is Crypto Currency now legal, without bringing the Crypto Currency Bill…","bihar,patna",37,Twitter for Android,2022-02-07 01:09:56+00:00,121
690,Firozkh46754379,Firozkhan,जमीनी कार्यकर्ता ना टिकट के दावेदार ना कोई पद की लालशा,"RT @MGCUBihar: Budget Allocation of Education: A Glance
#AatmanirbharBharatKaBudget #Budget2022 #education 
@GSIPSA @PMOIndia @dpradhanbjp…","Raipur, India",616,Twitter for Android,2022-02-07 01:09:27+00:00,325
691,naashonomics,naashonomics,"life is a series of now moments, code for a living, invest in #crypto #stocks , Center right on #economy liberal in values","#Budget2022’s #5G push may dial up business opportunities for IT firms $ACN $IBM $INFY $WIT $CTSH
https://t.co/engto7Qtbf",San Jose,4080,Twitter Web App,2022-02-07 01:05:18+00:00,4991
692,ORFKolkata,ORF Kolkata,"Non–partisan, independent analyses on security, strategy, economy, development, energy & global governance.",The core strategy of #Budget2022 is to significantly intensify government spending with focus on asset creation &amp; j… https://t.co/05wZEEKGVm,"Kolkata, India",71,TweetDeck,2022-02-07 01:05:00+00:00,45
693,DEVENDR25230648,DEVENDRA KUMBHKAR,,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,0,Twitter for Android,2022-02-07 01:03:11+00:00,2
694,m_sanjaybafna,Sanjay Bafna,Don't be afraid to raise your voice when it matters.Congress in blood,"RT @Diya4RG: Budget 2022 
#BUDGET2022 
#Budget 
#Budget22 
#BudgetBytes",Chennai,3497,Twitter Web App,2022-02-07 01:01:44+00:00,3707
695,DineshK73130137,CA Dinesh Kumar,Chartered Accountant,"RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt","Bihar, India",6,Twitter for Android,2022-02-07 01:00:21+00:00,193
696,FakeeriTales,Roshan Horo,Jio aur Jeene Do (not one but everyone)!,"Kudos to the government! 
So that the opposition cannot blame the budget as a campaign tool for upcoming elections,… https://t.co/K5DiIaSxrk","Ranchi, India",27,Twitter for Android,2022-02-07 00:59:36+00:00,69
697,firstpost,Firstpost,"Incisive opinions, in-depth analysis and views that matter.","When oil prices are high and rising, the government proposes to reduce fertiliser subsidy bill, writes… https://t.co/caxYvuexlG","Mumbai, India",2082264,TweetDeck,2022-02-07 00:55:05+00:00,893
698,Ficci_Singapore,Ficci Singapore,"Singapore office of Federation of Indian Chambers of Commerce & Industry, the largest, oldest & apex business chamber of India. https://t.co/9ioxSL17tK",RT @IndiainSingapor: Register at  https://t.co/Wc9kLDJCBg and Join the discussion on #Budget2022  on February 14 at 0930 hrs SGT #AzadiKaAm…,Singapore,66,Twitter for Android,2022-02-07 00:51:11+00:00,59
699,GiRijaPdDwived1,GiRija P Dwivedi,citizen of india,"RT @DOpolitics_in: FULL VIDEO: https://t.co/0SLblHDO4X 
#AmritMahotsav #AmritMahotsav #Budget2022 https://t.co/9CHk1eG7G1",भारत,31,Twitter for Android,2022-02-07 00:39:26+00:00,106
700,ColabaConvo,Colaba Conversation,"Mumbai’s signature forum on international policy issues affecting the city, the nation & the world. Hosted by @orfmumbai | Dec 1-3, 2021 | view: https://t.co/Zw0VFJf7tX","The #UnionBudget has not only brought focus on digitalising the finance sector, but has also taken the public spher… https://t.co/n02EDNOnpA",Mumbai,926,TweetDeck,2022-02-07 00:30:00+00:00,15
